GOE 324 (HANSA-BRANDENBURG) AIRFOIL
1.0000000 0.0012000
0.9498600 0.0085800
0.8997200 0.0173700
0.7994000 0.0365300
0.6990400 0.0587900
0.5986500 0.0826600
0.4983000 0.1044200
0.3980600 0.1192900
0.2979600 0.1251600
0.1980900 0.1171300
0.1482500 0.1072200
0.0985200 0.0905100
0.0737200 0.0787000
0.0489400 0.0651000
0.0242600 0.0452000
0.0119800 0.0322000
0.0000000 0.0000000
0.0127600 -.0161900
0.0252800 -.0170900
0.0502500 -.0155800
0.0752400 -.0142300
0.1002100 -.0130000
0.1501700 -.0102500
0.2001400 -.0084400
0.3001000 -.0062100
0.4000700 -.0045800
0.5000700 -.0040500
0.6000700 -.0040200
0.7000700 -.0044900
0.8000600 -.0039600
0.9000500 -.0028300
0.9500300 -.0020100
1.0000000 -.0012000
