 ONERA OA212 AIRFOIL
1.0000000 0.0033190
0.9778045 0.0017804
0.9511107 0.0027238
0.9386930 0.0040058
0.9191377 0.0068406
0.8995826 0.0103823
0.8800285 0.0143380
0.8702510 0.0163934
0.8506969 0.0205391
0.8311419 0.0246508
0.8066982 0.0296718
0.7822554 0.0345337
0.7578115 0.0392326
0.7333687 0.0437645
0.7089249 0.0481214
0.6844798 0.0522823
0.6600366 0.0562232
0.6355926 0.0599251
0.6111485 0.0633739
0.5867041 0.0665609
0.5622599 0.0694808
0.5378165 0.0721217
0.5133721 0.0744706
0.4889276 0.0765126
0.4644830 0.0782394
0.4400384 0.0796614
0.4155936 0.0807993
0.3911477 0.0816821
0.3667029 0.0823351
0.3422570 0.0827660
0.3178121 0.0829609
0.2933670 0.0828809
0.2689220 0.0824558
0.2444768 0.0815846
0.2200314 0.0801436
0.1955849 0.0780055
0.1711392 0.0750505
0.1466922 0.0711563
0.1222460 0.0661882
0.0929092 0.0585534
0.0831304 0.0555338
0.0733517 0.0522392
0.0635728 0.0486366
0.0537938 0.0446780
0.0449919 0.0407501
0.0391241 0.0379045
0.0352127 0.0358904
0.0293449 0.0326639
0.0224989 0.0285165
0.0156537 0.0237732
0.0097846 0.0188886
0.0070459 0.0161303
0.0048943 0.0135608
0.0017629 0.0083576
0.0007843 0.0056748
0.0002938 0.0035259
0.0000000 0.0000000
0.0002920 -.0036491
0.0007815 -.0059592
0.0017588 -.0088294
0.0048876 -.0139952
0.0070381 -.0162487
0.0097755 -.0184354
0.0156426 -.0217968
0.0224860 -.0245514
0.0293306 -.0266291
0.0351972 -.0280605
0.0391080 -.0288785
0.0449747 -.0299349
0.0537755 -.0312120
0.0635532 -.0322994
0.0733309 -.0331307
0.0831088 -.0337791
0.0928867 -.0342935
0.1222214 -.0353436
0.1466663 -.0359065
0.1711122 -.0363294
0.1955571 -.0366613
0.2200030 -.0369142
0.2444480 -.0370821
0.2688931 -.0371610
0.2933381 -.0371670
0.3177830 -.0371388
0.3422281 -.0371228
0.3666741 -.0371517
0.3911190 -.0372266
0.4155650 -.0373124
0.4400100 -.0373654
0.4644550 -.0373473
0.4889000 -.0372382
0.5133451 -.0370281
0.5377902 -.0367170
0.5622342 -.0363080
0.5866794 -.0357999
0.6111245 -.0351818
0.6355697 -.0344437
0.6600149 -.0335717
0.6844593 -.0325535
0.7089056 -.0313805
0.7333509 -.0300404
0.7577952 -.0285063
0.7822406 -.0267383
0.8066850 -.0246742
0.8311306 -.0222471
0.8506871 -.0200018
0.8702428 -.0174786
0.8800212 -.0161239
0.8995768 -.0133047
0.9191335 -.0104824
0.9386901 -.0078632
0.9511085 -.0064092
0.9778031 -.0041316
1.0000000 -.0033810
