NACA 65(4)-421
1.00000     0.00000
0.95051     0.01176
0.90104     0.02514
0.85143     0.03940
0.80167     0.05388
0.75176     0.06811
0.70168     0.08166
0.65145     0.09419
0.60108     0.10531
0.55059     0.11467
0.50000     0.12158
0.44934     0.12556
0.39865     0.12640
0.34796     0.12433
0.29729     0.11976
0.24668     0.11271
0.19616     0.10304
0.14575     0.09034
0.09557     0.07371
0.07062     0.06329
0.04582     0.05085
0.02135     0.03505
0.00933     0.02493
0.00468     0.01956
0.00247     0.01601
0.00000     0.00000
0.00753     -0.01401
0.01032     -0.01676
0.01567     -0.02065
0.02865     -0.02761
0.05417     -0.03821
0.07938     -0.04633
0.10443     -0.05303
0.15425     -0.06342
0.20384     -0.07120
0.25332     -0.07691
0.30271     -0.08088
0.35204     -0.08313
0.40135     -0.08356
0.45066     -0.08176
0.50000     -0.07746
0.54941     -0.07087
0.59892     -0.06247
0.64855     -0.05299
0.69832     -0.04278
0.74824     -0.03231
0.79833     -0.02204
0.84857     -0.01248
0.89896     -0.00446
0.94949     0.00088
1.00000     0.00000
