FX 63-137 13.7% smoothed
1.000000  0.000000
0.995720  0.002261
0.982960  0.008222
0.961940  0.016421
0.933010  0.025814
0.896680  0.036153
0.853550  0.047568
0.804380  0.060006
0.750000  0.073047
0.691340  0.085959
0.629410  0.097879
0.565260  0.107990
0.500000  0.115624
0.434740  0.120314
0.370590  0.121797 
0.339280  0.121303
0.308660  0.119983
0.278860  0.117849
0.250000  0.114919
0.222210  0.111224
0.195620  0.106801
0.170330  0.101685
0.146450  0.095912
0.124080  0.089547
0.103320  0.082700
0.084270  0.075518
0.066990  0.068116
0.051560  0.060520
0.038060  0.052636
0.026530  0.044302
0.017040  0.035484
0.009610  0.026362
0.004280  0.017421
0.001070  0.009265
0.000000  0.002411
0.001070  -.002958
0.004280  -.007021
0.009610  -.010156
0.017040  -.012751
0.026530  -.015034
0.038060  -.017064
0.051560  -.018791
0.066990  -.020178
0.084270  -.021230
0.103320  -.021987
0.124080  -.022482
0.146450  -.022718
0.170330  -.022668
0.195620  -.022297
0.222210  -.021567
0.250000  -.020431
0.278860  -.018838
0.308660  -.016752
0.339280  -.014179
0.370590  -.011176
0.434740  -.004210
0.500000  0.003409
0.565260  0.010919
0.629410  0.017605
0.691340  0.022871
0.750000  0.026291
0.804380  0.027582
0.853550  0.026608
0.896680  0.023429
0.933010  0.018408
0.961940  0.012286
0.982960  0.006230
0.995720  0.001696
1.000000  0.000000
