  
       XFOIL         Version 7.02
  
 Calculated polar for: RAE 2822 AIRFOIL                                                
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CDv       CM      Mach      Re      Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- --------- -------- ------- ---------- -------- -------- -------- --------
   1.000   0.3230   0.00084   0.00084   0.00000  -0.0655  0.0000  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3230   0.00084   0.00084   0.00000  -0.0655  0.0100  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3231   0.00084   0.00084   0.00000  -0.0655  0.0200  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3232   0.00084   0.00084   0.00000  -0.0655  0.0300  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3233   0.00084   0.00084   0.00000  -0.0655  0.0400  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3235   0.00083   0.00083   0.00000  -0.0656  0.0500  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3237   0.00083   0.00083   0.00000  -0.0656  0.0600  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3240   0.00082   0.00082   0.00000  -0.0657  0.0700  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3243   0.00082   0.00082   0.00000  -0.0657  0.0800  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3247   0.00081   0.00081   0.00000  -0.0658  0.0900  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3248   0.00085   0.00085   0.00000  -0.0658  0.1000  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3252   0.00085   0.00085   0.00000  -0.0659  0.1100  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3256   0.00085   0.00085   0.00000  -0.0660  0.1200  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3260   0.00085   0.00085   0.00000  -0.0661  0.1300  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3265   0.00085   0.00085   0.00000  -0.0662  0.1400  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3270   0.00085   0.00085   0.00000  -0.0663  0.1500  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3276   0.00086   0.00086   0.00000  -0.0664  0.1600  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3282   0.00086   0.00086   0.00000  -0.0665  0.1700  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3289   0.00086   0.00086   0.00000  -0.0666  0.1800  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3295   0.00086   0.00086   0.00000  -0.0668  0.1900  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3303   0.00086   0.00086   0.00000  -0.0669  0.2000  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3310   0.00087   0.00087   0.00000  -0.0670  0.2100  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3319   0.00087   0.00087   0.00000  -0.0672  0.2200  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3327   0.00087   0.00087   0.00000  -0.0674  0.2300  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3336   0.00087   0.00087   0.00000  -0.0675  0.2400  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3346   0.00088   0.00088   0.00000  -0.0677  0.2500  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3356   0.00088   0.00088   0.00000  -0.0679  0.2600  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3367   0.00088   0.00088   0.00000  -0.0681  0.2700  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3378   0.00089   0.00089   0.00000  -0.0683  0.2800  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3390   0.00089   0.00089   0.00000  -0.0686  0.2900  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3402   0.00089   0.00089   0.00000  -0.0688  0.3000  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3415   0.00090   0.00090   0.00000  -0.0690  0.3100  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3428   0.00090   0.00090   0.00000  -0.0693  0.3200  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3442   0.00090   0.00090   0.00000  -0.0696  0.3300  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3457   0.00091   0.00091   0.00000  -0.0699  0.3400  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3472   0.00091   0.00091   0.00000  -0.0701  0.3500  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3488   0.00092   0.00092   0.00000  -0.0704  0.3600  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3505   0.00092   0.00092   0.00000  -0.0708  0.3700  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3522   0.00093   0.00093   0.00000  -0.0711  0.3800  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3540   0.00093   0.00093   0.00000  -0.0714  0.3900  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3559   0.00094   0.00094   0.00000  -0.0718  0.4000  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3579   0.00094   0.00094   0.00000  -0.0722  0.4100  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3600   0.00095   0.00095   0.00000  -0.0726  0.4200  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3622   0.00095   0.00095   0.00000  -0.0730  0.4300  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3645   0.00096   0.00096   0.00000  -0.0734  0.4400  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3669   0.00097   0.00097   0.00000  -0.0738  0.4500  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3693   0.00097   0.00097   0.00000  -0.0743  0.4600  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3720   0.00098   0.00098   0.00000  -0.0748  0.4700  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3747   0.00099   0.00099   0.00000  -0.0753  0.4800  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3776   0.00099   0.00099   0.00000  -0.0758  0.4900  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3806   0.00100   0.00100   0.00000  -0.0764  0.5000  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3837   0.00101   0.00101   0.00000  -0.0769  0.5100  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3870   0.00102   0.00102   0.00000  -0.0775  0.5200  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3905   0.00103   0.00103   0.00000  -0.0782  0.5300  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3942   0.00104   0.00104   0.00000  -0.0788  0.5400  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.3981   0.00105   0.00105   0.00000  -0.0795  0.5500  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.4022   0.00106   0.00106   0.00000  -0.0802  0.5600  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.4065   0.00107   0.00107   0.00000  -0.0810  0.5700  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.4111   0.00108   0.00108   0.00000  -0.0818  0.5800  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.4160   0.00109   0.00109   0.00000  -0.0826  0.5900  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.4211   0.00110   0.00110   0.00000  -0.0835  0.6000  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.4267   0.00111   0.00111   0.00000  -0.0845  0.6100  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.4326   0.00113   0.00113   0.00000  -0.0855  0.6200  0.000E+00   0.0000   0.0000  53.5265 113.8264
   1.000   0.4389   0.00114   0.00114   0.00000  -0.0865  0.6300  0.000E+00   0.0000   0.0000  53.5265 113.8264
