 EPPLER 1230 AIRFOIL
1.00000 .00010
.99850 .00089
.99418 .00167
.98742 .00396
.97859 .00715
.96797 .01095
.95562 .01503
.94141 .01915
.92517 .02331
.90691 .02765
.88676 .03221
.86484 .03699
.84128 .04199
.81622 .04720
.78980 .05258
.76219 .05812
.73353 .06378
.70399 .06950
.67373 .07524
.64290 .08094
.61167 .08655
.58019 .09200
.54861 .09722
.51708 .10214
.48574 .10671
.45472 .11085
.42415 .11449
.39414 .11758
.36482 .12005
.33627 .12186
.30860 .12294
.28190 .12325
.25623 .12274
.23166 .12138
.20823 .11911
.18594 .11591
.16479 .11180
.14478 .10683
.12591 .10105
.10817 .09454
.09157 .08744
.07618 .07987
.06206 .07191
.04928 .06366
.03787 .05521
.02789 .04665
.01937 .03807
.01236 .02958
.00688 .02129
.00296 .01331
.00066 .00581
0.00000 0.00000
.00002 -.00103
.00126 -.00675
.00507 -.01165
.01154 -.01641
.02015 -.02102
.03077 -.02538
.04334 -.02937
.05789 -.03294
.07441 -.03613
.09284 -.03898
.11309 -.04152
.13505 -.04378
.15860 -.04575
.18361 -.04745
.20997 -.04887
.23753 -.05000
.26617 -.05084
.29574 -.05139
.32610 -.05162
.35711 -.05153
.38861 -.05110
.42045 -.05031
.45249 -.04910
.48460 -.04739
.51674 -.04516
.54884 -.04239
.58083 -.03912
.61264 -.03537
.64419 -.03116
.67547 -.02648
.70000 -.02400
.72000 -.02200
.74000 -.02000
.76800 -.01800
.79400 -.01600
.82200 -.01400
.85000 -.01200
.88000 -.01000
.89800 -.00800
.92800 -.00600
.95200 -.00400
.98000 -.00200
1.00000 -.00010
