GOE 670 AIRFOIL
1.0000000 0.0000000
0.9000000 0.0223500
0.8000000 0.0417000
0.7000000 0.0570500
0.6000000 0.0674000
0.5000000 0.0757500
0.4000000 0.0786000
0.3000000 0.0769500
0.2000000 0.0703000
0.1000000 0.0546500
0.0750000 0.0471100
0.0500000 0.0380700
0.0250000 0.0250400
0.0125000 0.0167700
0.0000000 0.0000000
0.0125000 -.0147300
0.0250000 -.0189600
0.0500000 -.0219300
0.0750000 -.0223900
0.1000000 -.0213500
0.2000000 -.0172000
0.3000000 -.0130500
0.4000000 -.0109000
0.5000000 -.0097500
0.6000000 -.0091000
0.7000000 -.0089500
0.8000000 -.0063000
0.9000000 -.0036500
1.0000000 0.0000000
