GOE 392 AIRFOIL
1.0000000 0.0000000
0.9500000 0.0148000
0.9000000 0.0271000
0.8000000 0.0472000
0.7000000 0.0653000
0.6000000 0.0804000
0.5000000 0.0910000
0.4000000 0.0966000
0.3000000 0.0947000
0.2000000 0.0828000
0.1500000 0.0706000
0.1000000 0.0544000
0.0750000 0.0445500
0.0500000 0.0332000
0.0250000 0.0188500
0.0125000 0.0111700
0.0000000 0.0000000
0.0125000 -.0053300
0.0250000 -.0066500
0.0500000 -.0088000
0.0750000 -.0104500
0.1000000 -.0111000
0.1500000 -.0119000
0.2000000 -.0112000
0.3000000 -.0068000
0.4000000 0.0001000
0.5000000 0.0038000
0.6000000 0.0059000
0.7000000 0.0078000
0.8000000 0.0072000
0.9000000 0.0051000
0.9500000 0.0023000
1.0000000 0.0000000
