KC-135 BL351.6 AIRFOIL
1.0000000 0.0000000
0.9500000 0.0072600
0.9000000 0.0145200
0.8500000 0.0217800
0.8000000 0.0290400
0.7500000 0.0360500
0.7000000 0.0426700
0.6500000 0.0488000
0.6000000 0.0541200
0.5500000 0.0585000
0.5000000 0.0617800
0.4500000 0.0637000
0.4000000 0.0644900
0.3500000 0.0643000
0.3000000 0.0628000
0.2500000 0.0605000
0.2000000 0.0570400
0.1500000 0.0521000
0.1000000 0.0442300
0.0750000 0.0385700
0.0500000 0.0313000
0.0250000 0.0216000
0.0125000 0.0151900
0.0075000 0.0119800
0.0050000 0.0099700
0.0000000 0.0030600
0.0050000 -.0046500
0.0075000 -.0055800
0.0125000 -.0065700
0.0250000 -.0075000
0.0500000 -.0089500
0.0750000 -.0104100
0.1000000 -.0118700
0.1500000 -.0147900
0.2000000 -.0177000
0.2500000 -.0205900
0.3000000 -.0227500
0.3500000 -.0244500
0.4000000 -.0254300
0.4500000 -.0256800
0.5000000 -.0250100
0.5500000 -.0233000
0.6000000 -.0207800
0.6500000 -.0181800
0.7000000 -.0155800
0.7500000 -.0129900
0.8000000 -.0103900
0.8500000 -.0077500
0.9000000 -.0052000
0.9500000 -.0026000
1.0000000 0.0000000
