GOE 176 (ALBATROS 7020) AIRFOIL
1.0000000 0.0011500
0.9497400 0.0161400
0.8995700 0.0264300
0.7992700 0.0452100
0.6989800 0.0630900
0.5987300 0.0783700
0.4985400 0.0904500
0.3984100 0.0987300
0.2983900 0.0994200
0.1984700 0.0949100
0.1486200 0.0854000
0.0988400 0.0718000
0.0739900 0.0625900
0.0492100 0.0487900
0.0244400 0.0343900
0.0121400 0.0220000
0.0000000 0.0000000
0.0126200 -.0072000
0.0251600 -.0098900
0.0501900 -.0132900
0.0752300 -.0153900
0.1002500 -.0156800
0.1502200 -.0136700
0.2001300 -.0082700
0.2999400 0.0038400
0.3998000 0.0124600
0.4997100 0.0178700
0.5997100 0.0180900
0.6924500 0.0158200
0.7998000 0.0125200
0.8998900 0.0065300
0.9499500 0.0032400
1.0000000 -.0011500
