NACA-K6M mediane aile du K6E MPX
1.00000	0.00000
0.96330	0.00733
0.91743	0.01697
0.87156	0.02568
0.82568	0.03486
0.77981	0.04403
0.73394	0.05229
0.68807	0.06055
0.64220	0.06834
0.59633	0.07568
0.55045	0.08211
0.50458	0.08807
0.45871	0.09266
0.41284	0.09678
0.36697	0.09908
0.32110	0.09862
0.27522	0.09587
0.22935	0.09128
0.18348	0.08394
0.13761	0.07477
0.09174	0.06238
0.06880	0.05321
0.04587	0.04357
0.02293	0.02935
0.01146	0.01880
0.00000	0.00000
0.01146	-0.01284
0.02293	-0.01880
0.04587	-0.02477
0.06880	-0.02844
0.09174	-0.03119
0.13761	-0.03440
0.18348	-0.03623
0.22935	-0.03715
0.27522	-0.03807
0.32110	-0.03578
0.36697	-0.03256
0.41284	-0.02889
0.45871	-0.02522
0.50458	-0.02064
0.55046	-0.01560
0.59633	-0.00963
0.64220	-0.00412
0.68807	0.00091
0.73394	0.00412
0.77981	0.00642
0.82568	0.00780
0.87156	0.00688
0.91743	0.00550
0.96330	0.00275
1.00000	0.00000

Original Fourni par LUC CAZALS
