CB2195 -25d c)ch.baron
   1.00000	   0.00000
   0.99654	   0.00055
   0.99040	   0.00151
   0.98314	   0.00265
   0.96669	   0.00519
   0.94902	   0.00789
   0.93095	   0.01060
   0.92188	   0.01195
   0.91278	   0.01327
   0.90367	   0.01459
   0.89454	   0.01589
   0.88539	   0.01718
   0.87624	   0.01847
   0.86708	   0.01974
   0.85793	   0.02101
   0.84878	   0.02227
   0.83964	   0.02353
   0.83051	   0.02477
   0.82139	   0.02602
   0.81229	   0.02725
   0.80320	   0.02847
   0.79412	   0.02970
   0.78505	   0.03090
   0.77599	   0.03210
   0.76692	   0.03329
   0.75786	   0.03446
   0.74879	   0.03561
   0.73972	   0.03674
   0.73064	   0.03787
   0.72154	   0.03897
   0.71245	   0.04006
   0.70335	   0.04113
   0.69426	   0.04218
   0.68519	   0.04322
   0.67614	   0.04424
   0.66712	   0.04523
   0.65814	   0.04621
   0.64918	   0.04718
   0.64025	   0.04812
   0.63134	   0.04904
   0.62246	   0.04994
   0.61358	   0.05083
   0.60472	   0.05169
   0.59586	   0.05253
   0.58699	   0.05334
   0.57812	   0.05413
   0.56923	   0.05488
   0.56032	   0.05561
   0.55139	   0.05630
   0.54244	   0.05697
   0.53346	   0.05760
   0.52445	   0.05820
   0.51542	   0.05876
   0.50636	   0.05930
   0.49728	   0.05980
   0.48819	   0.06027
   0.47910	   0.06071
   0.47001	   0.06113
   0.46092	   0.06154
   0.45183	   0.06191
   0.44274	   0.06226
   0.43365	   0.06260
   0.42456	   0.06291
   0.41546	   0.06323
   0.40636	   0.06354
   0.39725	   0.06382
   0.38815	   0.06411
   0.37904	   0.06438
   0.36995	   0.06464
   0.36086	   0.06489
   0.35178	   0.06511
   0.34270	   0.06531
   0.33363	   0.06549
   0.32457	   0.06564
   0.31552	   0.06577
   0.30647	   0.06587
   0.29745	   0.06593
   0.28844	   0.06597
   0.27946	   0.06597
   0.27051	   0.06593
   0.26159	   0.06586
   0.25271	   0.06575
   0.24386	   0.06560
   0.23505	   0.06541
   0.22626	   0.06517
   0.21752	   0.06487
   0.20880	   0.06452
   0.20010	   0.06410
   0.19143	   0.06360
   0.18279	   0.06303
   0.17416	   0.06237
   0.16556	   0.06162
   0.15698	   0.06076
   0.14844	   0.05980
   0.13994	   0.05872
   0.13149	   0.05753
   0.12309	   0.05622
   0.11475	   0.05477
   0.10646	   0.05322
   0.09822	   0.05154
   0.09003	   0.04973
   0.08192	   0.04778
   0.07392	   0.04570
   0.06612	   0.04350
   0.05860	   0.04121
   0.05143	   0.03883
   0.04468	   0.03640
   0.03844	   0.03395
   0.03284	   0.03156
   0.02794	   0.02925
   0.02369	   0.02704
   0.02003	   0.02492
   0.01689	   0.02293
   0.01418	   0.02108
   0.01184	   0.01936
   0.00981	   0.01775
   0.00805	   0.01625
   0.00652	   0.01481
   0.00520	   0.01339
   0.00406	   0.01200
   0.00308	   0.01065
   0.00226	   0.00925
   0.00157	   0.00787
   0.00101	   0.00677
   0.00057	   0.00563
   0.00023	   0.00409
   0.00000	   0.00258
  -0.00012	   0.00164
  -0.00014	   0.00138
  -0.00004	   0.00063
   0.00018	  -0.00077
   0.00052	  -0.00227
   0.00099	  -0.00332
   0.00159	  -0.00424
   0.00232	  -0.00538
   0.00319	  -0.00649
   0.00422	  -0.00752
   0.00542	  -0.00857
   0.00678	  -0.00955
   0.00835	  -0.01049
   0.01013	  -0.01143
   0.01217	  -0.01239
   0.01449	  -0.01338
   0.01717	  -0.01439
   0.02030	  -0.01543
   0.02400	  -0.01650
   0.02841	  -0.01762
   0.03368	  -0.01877
   0.03987	  -0.01999
   0.04682	  -0.02120
   0.05427	  -0.02236
   0.06210	  -0.02342
   0.07026	  -0.02439
   0.07868	  -0.02528
   0.08728	  -0.02608
   0.09602	  -0.02679
   0.10484	  -0.02741
   0.11374	  -0.02796
   0.12270	  -0.02842
   0.13171	  -0.02880
   0.14076	  -0.02911
   0.14984	  -0.02935
   0.15893	  -0.02952
   0.16803	  -0.02965
   0.17714	  -0.02972
   0.18624	  -0.02975
   0.19534	  -0.02974
   0.20443	  -0.02970
   0.21351	  -0.02964
   0.22260	  -0.02955
   0.23168	  -0.02944
   0.24076	  -0.02933
   0.24985	  -0.02919
   0.25894	  -0.02904
   0.26803	  -0.02887
   0.27712	  -0.02870
   0.28622	  -0.02850
   0.29532	  -0.02827
   0.30443	  -0.02804
   0.31354	  -0.02777
   0.32264	  -0.02749
   0.33175	  -0.02718
   0.34085	  -0.02686
   0.34994	  -0.02651
   0.35902	  -0.02615
   0.36808	  -0.02576
   0.37713	  -0.02535
   0.38617	  -0.02493
   0.39520	  -0.02449
   0.40423	  -0.02402
   0.41326	  -0.02353
   0.42230	  -0.02304
   0.43137	  -0.02253
   0.44045	  -0.02200
   0.44955	  -0.02145
   0.45868	  -0.02089
   0.46782	  -0.02032
   0.47699	  -0.01972
   0.48616	  -0.01911
   0.49534	  -0.01848
   0.50453	  -0.01784
   0.51372	  -0.01718
   0.52290	  -0.01651
   0.53208	  -0.01582
   0.54124	  -0.01512
   0.55040	  -0.01440
   0.55954	  -0.01369
   0.56866	  -0.01298
   0.57778	  -0.01225
   0.58689	  -0.01152
   0.59600	  -0.01081
   0.60512	  -0.01009
   0.61426	  -0.00938
   0.62343	  -0.00868
   0.63263	  -0.00800
   0.64185	  -0.00733
   0.65108	  -0.00668
   0.66031	  -0.00605
   0.66952	  -0.00545
   0.67871	  -0.00487
   0.68786	  -0.00431
   0.69698	  -0.00377
   0.70608	  -0.00324
   0.71518	  -0.00274
   0.72428	  -0.00225
   0.73338	  -0.00178
   0.74251	  -0.00133
   0.75164	  -0.00089
   0.76080	  -0.00046
   0.76997	  -0.00004
   0.77915	   0.00036
   0.78834	   0.00074
   0.79752	   0.00111
   0.80669	   0.00146
   0.81584	   0.00179
   0.82496	   0.00210
   0.83405	   0.00238
   0.84310	   0.00262
   0.85211	   0.00284
   0.86108	   0.00302
   0.87000	   0.00316
   0.87889	   0.00327
   0.88774	   0.00331
   0.89656	   0.00331
   0.90536	   0.00327
   0.91415	   0.00316
   0.92293	   0.00301
   0.93171	   0.00281
   0.94051	   0.00255
   0.94929	   0.00225
   0.95803	   0.00192
   0.96664	   0.00156
   0.97500	   0.00118
   0.98299	   0.00081
   0.99029	   0.00047
   0.99650	   0.00016
   1.00000	   0.00000
