BW 05 02 09
1.00000 0.00000
0.95000 0.00450
0.90000 0.00813
0.80000 0.01833
0.70000 0.02937
0.60000 0.04157
0.50000 0.05337
0.40000 0.06236
0.30000 0.06650
0.25000 0.06500
0.20000 0.06100
0.15000 0.05550
0.10000 0.04600
0.07500 0.03950
0.05000 0.03150
0.02500 0.02125
0.01250 0.01425
0.00750 0.01035
0.00375 0.00650
0.00200 0.00450
0.00100 0.00285
0.00010 0.00155
0.00000 0.00000
0.00010 -0.00050
0.00100 -0.00150
0.00200 -0.00250
0.00375 -0.00375
0.00750 -0.00550
0.01250 -0.00725
0.02500 -0.01050
0.05000 -0.01450
0.07500 -0.01725
0.10000 -0.01945
0.15000 -0.02231
0.20000 -0.02350
0.25000 -0.02477
0.30000 -0.02547
0.40000 -0.02655
0.50000 -0.02755
0.60000 -0.02699
0.70000 -0.02576
0.80000 -0.02184
0.90000 -0.01400
0.95000 -0.00777
1.00000 0.00000
