NC140
    -2.000000    3.000000   -2.500000    3.500000
    1.000022      0.4479032E-04
   0.9961942      0.1763028E-02
   0.9915100      0.3770251E-02
   0.9865415      0.5789165E-02
   0.9812976      0.7803540E-02
   0.9757887      0.9799301E-02
   0.9700209      0.1175916E-01
   0.9639922      0.1367352E-01
   0.9576936      0.1554171E-01
   0.9511228      0.1737144E-01
   0.9442782      0.1916481E-01
   0.9371663      0.2093072E-01
   0.9297992      0.2267142E-01
   0.9221947      0.2439197E-01
   0.9143780      0.2609121E-01
   0.9063694      0.2777075E-01
   0.8981977      0.2943219E-01
   0.8898918      0.3107529E-01
   0.8814833      0.3269601E-01
   0.8729921      0.3429033E-01
   0.8644344      0.3585826E-01
   0.8558242      0.3739692E-01
   0.8471732      0.3890736E-01
   0.8384899      0.4038640E-01
   0.8297842      0.4183501E-01
   0.8210599      0.4325222E-01
   0.8123258      0.4463858E-01
   0.8035852      0.4599196E-01
   0.7948419      0.4731239E-01
   0.7860941      0.4859927E-01
   0.7773419      0.4985275E-01
   0.7685854      0.5107272E-01
   0.7598243      0.5225901E-01
   0.7510589      0.5341145E-01
   0.7422889      0.5452985E-01
   0.7335144      0.5561402E-01
   0.7247354      0.5666381E-01
   0.7159520      0.5767913E-01
   0.7071641      0.5865990E-01
   0.6983717      0.5960612E-01
   0.6895748      0.6051778E-01
   0.6807736      0.6139484E-01
   0.6719680      0.6223734E-01
   0.6631580      0.6304528E-01
   0.6543436      0.6381863E-01
   0.6455250      0.6455743E-01
   0.6367021      0.6526168E-01
   0.6278751      0.6593135E-01
   0.6190438      0.6656641E-01
   0.6102085      0.6716685E-01
   0.6013690      0.6773265E-01
   0.5925255      0.6826380E-01
   0.5836779      0.6876030E-01
   0.5748263      0.6922219E-01
   0.5659707      0.6964950E-01
   0.5571111      0.7004228E-01
   0.5482476      0.7040065E-01
   0.5393801      0.7072473E-01
   0.5305087      0.7101477E-01
   0.5216337      0.7127090E-01
   0.5127553      0.7149335E-01
   0.5038735      0.7168233E-01
   0.4949884      0.7183808E-01
   0.4861002      0.7196081E-01
   0.4772089      0.7205077E-01
   0.4683148      0.7210817E-01
   0.4594178      0.7213325E-01
   0.4505182      0.7212617E-01
   0.4416162      0.7208715E-01
   0.4327119      0.7201636E-01
   0.4238054      0.7191399E-01
   0.4148970      0.7178018E-01
   0.4059870      0.7161510E-01
   0.3970757      0.7141888E-01
   0.3881634      0.7119164E-01
   0.3792506      0.7093347E-01
   0.3703376      0.7064443E-01
   0.3614248      0.7032457E-01
   0.3525126      0.6997389E-01
   0.3436013      0.6959238E-01
   0.3346912      0.6917999E-01
   0.3257829      0.6873664E-01
   0.3168765      0.6826225E-01
   0.3079722      0.6775666E-01
