DP 1.89/7.83  (c)"Dirk Pflug"
   1.00000	   0.00000
   0.98630	   0.00153
   0.95899	   0.00454
   0.93079	   0.00761
   0.90261	   0.01062
   0.87438	   0.01360
   0.84612	   0.01652
   0.81787	   0.01939
   0.78963	   0.02222
   0.76142	   0.02499
   0.73334	   0.02769
   0.70525	   0.03036
   0.67702	   0.03299
   0.64878	   0.03556
   0.62056	   0.03809
   0.59244	   0.04056
   0.56419	   0.04299
   0.53585	   0.04538
   0.50764	   0.04763
   0.47940	   0.04968
   0.45126	   0.05153
   0.42338	   0.05315
   0.39519	   0.05452
   0.36697	   0.05568
   0.33879	   0.05659
   0.31064	   0.05724
   0.28251	   0.05755
   0.25447	   0.05749
   0.22654	   0.05698
   0.19872	   0.05593
   0.17108	   0.05428
   0.14372	   0.05188
   0.11672	   0.04856
   0.09032	   0.04412
   0.06481	   0.03828
   0.04102	   0.03071
   0.02093	   0.02160
   0.00845	   0.01306
   0.00289	   0.00710
   0.00060	   0.00288
   0.00000	   0.00000
   0.00180	  -0.00335
   0.00619	  -0.00633
   0.01528	  -0.00990
   0.03385	  -0.01406
   0.05920	  -0.01740
   0.08618	  -0.01952
   0.11376	  -0.02078
   0.14167	  -0.02144
   0.16976	  -0.02167
   0.19796	  -0.02156
   0.22621	  -0.02122
   0.25426	  -0.02072
   0.28244	  -0.02006
   0.31057	  -0.01931
   0.33882	  -0.01842
   0.36680	  -0.01745
   0.39489	  -0.01645
   0.42320	  -0.01545
   0.45155	  -0.01443
   0.47988	  -0.01336
   0.50822	  -0.01224
   0.53651	  -0.01104
   0.56480	  -0.00982
   0.59313	  -0.00853
   0.62129	  -0.00718
   0.64960	  -0.00585
   0.67791	  -0.00461
   0.70610	  -0.00341
   0.73424	  -0.00219
   0.76249	  -0.00100
   0.79080	   0.00004
   0.81911	   0.00094
   0.84739	   0.00172
   0.87559	   0.00226
   0.90369	   0.00250
   0.93186	   0.00237
   0.95983	   0.00196
   0.98640	   0.00090
   1.00000	   0.00000

The DP
1.89/7.83 is mainly for modelplans, especially soarer. Its a very allround
profil, astonishly fast but creates also a lot of lift for floating an high
Cl for tight turns. Its faster than the MG 06 and has better Cl/Cd. There
will be an article about this airfoil in german magazine "aufwind" in
2/2005 or 3/2005. I attached you the file in *.dat format. Heiner Fischer
who makes the famous estrella for F3B has made new moulds whith a different
DP-airfoil - coordinates will be secret - and decided just after one weekend
testing together with Reihard Liese to stop the production of the old
estrella with the MW 3 and to produce from now on only the estrella dp.

