Rs001m75 (c)Reinhard Sielemann
1.000000	0.000000
0.999013	0.000054
0.996057	0.000226
0.991144	0.000546
0.984292	0.001042
0.975528	0.001721
0.964888	0.002578
0.952414	0.003595
0.938153	0.004767
0.922164	0.006100
0.904508	0.007604
0.885257	0.009293
0.864484	0.011158
0.842274	0.013185
0.818712	0.015342
0.793893	0.017620
0.767913	0.020027
0.740877	0.022554
0.712890	0.025176
0.684062	0.027844
0.654508	0.030519
0.624345	0.033181
0.593691	0.035871
0.562667	0.038598
0.531395	0.041312
0.500000	0.043910
0.468605	0.046246
0.437333	0.048290
0.406309	0.050013
0.375655	0.051437
0.345492	0.052562
0.315938	0.053325
0.287110	0.053724
0.259123	0.053718
0.232087	0.053291
0.206107	0.052452
0.181288	0.051151
0.157726	0.049432
0.135516	0.047272
0.114743	0.044677
0.095492	0.041688
0.077836	0.038270
0.061847	0.034516
0.047586	0.030447
0.035112	0.026123
0.024472	0.021630
0.015708	0.016936
0.008856	0.012281
0.003943	0.007805
0.000987	0.003640
0.000000	0.000000
0.000987	-0.003496
0.003943	-0.007269
0.008856	-0.011186
0.015708	-0.015221
0.024472	-0.019285
0.035112	-0.023172
0.047586	-0.026918
0.061847	-0.030446
0.077836	-0.033687
0.095492	-0.036606
0.114743	-0.039106
0.135516	-0.041224
0.157726	-0.042929
0.181288	-0.044230
0.206107	-0.045154
0.232087	-0.045677
0.259123	-0.045850
0.287110	-0.045673
0.315938	-0.045162
0.345492	-0.044355
0.375655	-0.043261
0.406309	-0.041930
0.437333	-0.040370
0.468605	-0.038591
0.500000	-0.036620
0.531395	-0.034470
0.562667	-0.032188
0.593691	-0.029810
0.624345	-0.027376
0.654508	-0.024929
0.684062	-0.022494
0.712890	-0.020098
0.740877	-0.017766
0.767913	-0.015532
0.793893	-0.013423
0.818712	-0.011456
0.842274	-0.009626
0.864484	-0.007937
0.885257	-0.006414
0.904508	-0.005069
0.922164	-0.003914
0.938153	-0.002932
0.952414	-0.002112
0.964888	-0.001442
0.975528	-0.000911
0.984292	-0.000522
0.991144	-0.000259
0.996057	-0.000102
0.999013	-0.000024
1.000000	0.000000

http://www.zanonia-flyers.de/   Reinhard.Sielemann@t-online.de
