GOE 365 AIRFOIL
1.0000000 0.0000000
0.9498500 0.0144700
0.8997200 0.0269500
0.7994700 0.0503900
0.6992500 0.0713400
0.5990500 0.0902900
0.4989200 0.1027400
0.3988500 0.1091900
0.2988500 0.1096400
0.1989300 0.1015900
0.1490200 0.0935600
0.0991500 0.0805400
0.0742600 0.0702800
0.0493900 0.0580200
0.0245900 0.0387600
0.0122200 0.0266300
0.0000000 0.0000000
0.0126000 -.0093700
0.0251100 -.0102400
0.0501000 -.0099700
0.0751000 -.0097100
0.1001000 -.0094500
0.1500900 -.0089200
0.2000900 -.0084000
0.3000800 -.0073500
0.4000700 -.0063000
0.5000600 -.0052500
0.6000400 -.0042000
0.7000300 -.0031500
0.8000200 -.0021000
0.9000100 -.0010500
0.9500100 -.0005200
1.0000000 0.0000000
