MG05 (c)Marcel Guwang
1.00000000	0.00000000
0.97020000	0.00140283
0.94405594	0.00261001
0.92140000	0.00373713
0.88811189	0.00537593
0.85210000	0.00715433
0.81090000	0.00947233
0.76610000	0.01213000
0.71850000	0.01526000
0.66433566	0.01923821
0.60839161	0.02355909
0.56510000	0.02719108
0.51270000	0.03150000
0.49650350	0.03282718
0.46070000	0.03561776
0.44055944	0.03710046
0.40970000	0.03920677
0.38461538	0.04079384
0.35664336	0.04247156
0.31260000	0.04417553
0.26740000	0.04499048
0.22480000	0.04473347
0.18881119	0.04376000
0.16083916	0.04220000
0.14910000	0.04126979
0.13286713	0.03983442
0.11640000	0.03805455
0.10489510	0.03655268
0.09090909	0.03447692
0.08730000	0.03390579
0.07692308	0.03201979
0.06190000	0.02897265
0.04895105	0.02568109
0.04060000	0.02333065
0.03496503	0.02151273
0.02797203	0.01910357
0.02360000	0.01736291
0.02097902	0.01614595
0.01398601	0.01280523
0.01090000	0.01108274
0.00699301	0.00839491
0.00280000	0.00432986
0.00000000	0.00000000
0.00280000	-0.00432986
0.00699301	-0.00839491
0.01090000	-0.01108274
0.01398601	-0.01280523
0.02097902	-0.01614595
0.02360000	-0.01736291
0.02797203	-0.01910357
0.03496503	-0.02151273
0.04060000	-0.02333065
0.04895105	-0.02568109
0.06190000	-0.02897265
0.07692308	-0.03201979
0.08730000	-0.03390579
0.09090909	-0.03447692
0.10489510	-0.03655268
0.11640000	-0.03805455
0.13286713	-0.03983442
0.14910000	-0.04126979
0.16083916	-0.04220000
0.18881119	-0.04376000
0.22480000	-0.04473347
0.26740000	-0.04499048
0.31260000	-0.04417553
0.35664336	-0.04247156
0.38461538	-0.04079384
0.40970000	-0.03920677
0.44055944	-0.03710046
0.46070000	-0.03561776
0.49650350	-0.03282718
0.51270000	-0.03150000
0.56510000	-0.02719108
0.60839161	-0.02355909
0.66433566	-0.01923821
0.71850000	-0.01526000
0.76610000	-0.01213000
0.81090000	-0.00947233
0.85210000	-0.00715433
0.88811189	-0.00537593
0.92140000	-0.00373713
0.94405594	-0.00261001
0.97020000	-0.00140283
1.00000000	0.00000000

le calage de l'aile pour un MG05 ?

Il te faut le caler a zero, tout comme le stab, et c'est le debattement
des volets (30% corde) qui donnera le calage en vol normal. exemple pour
une corde de 25 cm et un debattement de 6 mm des volets vers le bas ca
nous fait un calage equivalent de 1.5. et 6mm vers le haut tu voles
pareil sur le dos... Ensuite tu baisses les volet a 15 mm ca te fait un
profil hyper creux et un calage compatible pour la gratte de 3.4, il
faut meme un peu compenser par un mixage profondeur a piquer...

> le MG05 supportera t'il le
> saumon de 135mmm?

pas de pb le voltij fait 110mm au saumons de il ne declenche pas en
virage lent.


-- 
Marcel Guwang

Toulouse, FRANCE
