HN-450S	Planeur  Norbert Habbe
1.00000	0.00000		
0.99901	0.00012		
0.99606	0.00050		
0.99114	0.00119		
0.98429	0.00220		
0.97553	0.00354		
0.96489	0.00516		
0.95241	0.00704		
0.93815	0.00913		
0.92216	0.01144		
0.90451	0.01397		
0.88526	0.01670		
0.86448	0.01959		
0.84227	0.02261		
0.81871	0.02574		
0.79389	0.02893
0.76791	0.03213
0.74088	0.03530
0.71289	0.03841
0.68406	0.04141
0.65451	0.04428
0.62435	0.04701
0.59369	0.04955
0.56267	0.05190
0.53140	0.05403
0.50000	0.05591
0.46861	0.05752
0.43733	0.05881
0.40631	0.05978
0.37566	0.06041
0.34549	0.06068
0.31594	0.06058
0.28711	0.06008
0.25912	0.05919
0.23209	0.05790
0.20611	0.05622
0.18129	0.05415
0.15773	0.05168
0.13552	0.04885
0.11474	0.04565
0.09549	0.04212
0.07784	0.03828
0.06185	0.03417
0.04759	0.02983
0.03511	0.02531
0.02447	0.02065
0.01571	0.01596
0.00886	0.01140
0.00394	0.00708
0.00099	0.00323
0.00000	0.00000
0.00099	-0.00267
0.00394	-0.00534
0.00886	-0.00800
0.01571	-0.01055
0.02447	-0.01298
0.03511	-0.01527
0.04759	-0.01733
0.06185	-0.01918
0.07784	-0.02078
0.09549	-0.02215
0.11474	-0.02329
0.13552	-0.02419
0.15773	-0.02488
0.18129	-0.02535
0.20611	-0.02560
0.23209	-0.02568
0.25912	-0.02556
0.28711	-0.02530
0.31594	-0.02487
0.34549	-0.02429
0.37566	-0.02360
0.40631	-0.02277
0.43733	-0.02184
0.46861	-0.02080
0.50000	-0.01966
0.53140	-0.01841
0.56267	-0.01704
0.59369	-0.01554
0.62435	-0.01394
0.65451	-0.01231
0.68406	-0.01069
0.71289	-0.00912
0.74088	-0.00763
0.76791	-0.00624
0.79389	-0.00496
0.81871	-0.00381
0.84227	-0.00281
0.86448	-0.00195
0.88526	-0.00124
0.90451	-0.00067
0.92216	-0.00025
0.93815	0.00005
0.95241	0.00023
0.96489	0.00033
0.97553	0.00034			
0.98429	0.00030			
0.99114	0.00022			
0.99606	0.00012			
0.99901	0.00004			
1.00000	0.00000			
Profilbeiwerte				
Profildicke(d):	8.55	%		
Dickenrcklage(xd):	30.62	%		
Profilwlbung(f):	1.85	%		
Wlbungsrcklage(xf):	41.66	%		
Momentenbeiwert(cm0):	-0.057			
Nullauftrieb(a0):	-2.244			
Stofreier	Eintritt:	0.5259		
Ca	bei	stofreiem	Eintritt:	0.3037
Auftriebsanstieg:	6.7057			
Neutralpunktlage:	25.66	%
Profiltyp:	Profil	
