MID-36 F5Js (C)Slobodan_Midic
     1.000000    0.000500
     0.993189    0.001222
     0.979754    0.002768
     0.964178    0.004499
     0.948018    0.006293
     0.931780    0.008067
     0.915534    0.009862
     0.899270    0.011708
     0.883008    0.013569
     0.866724    0.015394
     0.850433    0.017206
     0.834131    0.018987
     0.817803    0.020760
     0.801496    0.022512
     0.785167    0.024243
     0.768850    0.025958
     0.752527    0.027648
     0.736207    0.029320
     0.719899    0.030962
     0.703583    0.032578
     0.687277    0.034165
     0.670969    0.035718
     0.654653    0.037243
     0.638347    0.038733
     0.622030    0.040189
     0.605713    0.041617
     0.589403    0.043006
     0.573083    0.044360
     0.556772    0.045682
     0.540469    0.046958
     0.524158    0.048194
     0.507862    0.049388
     0.491572    0.050530
     0.475278    0.051622
     0.459003    0.052661
     0.442732    0.053636
     0.426465    0.054552
     0.410222    0.055398
     0.393982    0.056168
     0.377762    0.056859
     0.361566    0.057456
     0.345335    0.057965
     0.329151    0.058394
     0.313026    0.058701
     0.296882    0.058892
     0.280810    0.058964
     0.264765    0.058875
     0.248711    0.058650
     0.232762    0.058263
     0.216823    0.057686
     0.200954    0.056931
     0.185166    0.055950
     0.169423    0.054748
     0.153794    0.053297
     0.138267    0.051579
     0.122908    0.049561
     0.107736    0.047215
     0.092805    0.044488
     0.078222    0.041366
     0.064074    0.037769
     0.050629    0.033696
     0.038131    0.029134
     0.027190    0.024271
     0.018489    0.019530
     0.012188    0.015328
     0.007838    0.011780
     0.004935    0.008769
     0.002834    0.006132
     0.001201    0.003775
     0.000244    0.001644
     0.000000   -0.000020
     0.000010   -0.000319
     0.000321   -0.001890
     0.001362   -0.003783
     0.003267   -0.005505
     0.006091   -0.007207
     0.010289   -0.008968
     0.016997   -0.010906
     0.027326   -0.013029
     0.040505   -0.014896
     0.055163   -0.016347
     0.070298   -0.017403
     0.085678   -0.018120
     0.101243   -0.018576
     0.116916   -0.018825
     0.132659   -0.018900
     0.148446   -0.018829
     0.164281   -0.018630
     0.180150   -0.018324
     0.196045   -0.017923
     0.211966   -0.017441
     0.227900   -0.016889
     0.243871   -0.016275
     0.259859   -0.015619
     0.275854   -0.014922
     0.291889   -0.014195
     0.307910   -0.013451
     0.323935   -0.012682
     0.339984   -0.011899
     0.356023   -0.011116
     0.372064   -0.010324
     0.388109   -0.009531
     0.404158   -0.008743
     0.420205   -0.007956
     0.436240   -0.007180
     0.452264   -0.006417
     0.468293   -0.005670
     0.484313   -0.004938
     0.500332   -0.004226
     0.516354   -0.003533
     0.532358   -0.002863
     0.548376   -0.002219
     0.564385   -0.001596
     0.580386   -0.001003
     0.596393   -0.000438
     0.612403    0.000099
     0.628398    0.000609
     0.644388    0.001079
     0.660401    0.001518
     0.676396    0.001930
     0.692392    0.002303
     0.708405    0.002648
     0.724397    0.002959
     0.740393    0.003229
     0.756392    0.003469
     0.772375    0.003667
     0.788361    0.003825
     0.804324    0.003936
     0.820287    0.003992
     0.836238    0.003998
     0.852167    0.003937
     0.868106    0.003813
     0.884014    0.003620
     0.899897    0.003345
     0.915784    0.002981
     0.931655    0.002528
     0.947494    0.001978
     0.963353    0.001329
     0.978797    0.000610
     0.993117   -0.000131
     1.000000   -0.000500

