jwl041 11/3.5  - copyright (c) 2003 johannes w. leinauer
1.00000000	0.00000000
0.99739138	0.00062279
0.98928812	0.00237834
0.97587624	0.00524854
0.95729517	0.00941305
0.93373843	0.01470158
0.90545187	0.02086849
0.87273170	0.02778144
0.83592192	0.03526717
0.79541155	0.04294975
0.75163133	0.05066790
0.70505002	0.05841012
0.65617014	0.06560487
0.60552323	0.07226718
0.55366437	0.07822666
0.50116613	0.08331597
0.44861190	0.08736166
0.39658869	0.09001679
0.34567961	0.09114714
0.29583904	0.09066230
0.24761355	0.08822224
0.20225165	0.08366360
0.16032238	0.07713408
0.12237348	0.06884638
0.08890244	0.05915335
0.06033591	0.04852121
0.03701690	0.03746658
0.01919954	0.02669841
0.00704970	0.01652383
0.00064904	0.00776116
0.00000000	-0.00023405
0.00482906	-0.00750965
0.01480270	-0.01353956
0.02974395	-0.01827636
0.04943765	-0.02204942
0.07363868	-0.02460358
0.10208056	-0.02626153
0.13448170	-0.02718849
0.17054702	-0.02732695
0.20996310	-0.02668289
0.25238645	-0.02542884
0.29742431	-0.02363507
0.34530339	-0.02132281
0.39549962	-0.01880706
0.44685964	-0.01600160
0.49883387	-0.01355116
0.55086409	-0.01096118
0.60238846	-0.00817480
0.65284685	-0.00570537
0.70168663	-0.00341577
0.74836867	-0.00175640
0.79237370	-0.00065379
0.83320869	0.00002653
0.87041313	0.00036258
0.90356512	0.00087043
0.93228698	0.00142630
0.95625028	0.00196787
0.97518028	0.00158519
0.98885948	0.00080322
0.99713052	0.00019494
1.00000000	0.00000000
