MH 52	Martin Hepperle Very low drag coefficient airfoil for high speed model aircraft      
1.00000 0.00000	   
0.99982 0.00001	   
0.99927 0.00002	   
0.99836 0.00006	   
0.99710 0.00010	   
0.99550 0.00017	   
0.99355 0.00026	   
0.99124 0.00037	   
0.98859 0.00051	   
0.98560 0.00068	   
0.98227 0.00089	   
0.97861 0.00115	   
0.97463 0.00144	   
0.97032 0.00179	   
0.96570 0.00218	   
0.96077 0.00261	   
0.95553 0.00312	   
0.95000 0.00367	   
0.94419 0.00427	   
0.93808 0.00492	   
0.93171 0.00563	   
0.92507 0.00639	   
0.91818 0.00720	   
0.91104 0.00807	   
0.90367 0.00897	   
0.89608 0.00993	   
0.88828 0.01091	   
0.88028 0.01191	   
0.87210 0.01295	   
0.86374 0.01399	   
0.85521 0.01502	   
0.84651 0.01605	   
0.83765 0.01708	   
0.82862 0.01808	   
0.81943 0.01907	   
0.81007 0.02005	   
0.80055 0.02102	   
0.79087 0.02199	   
0.78105 0.02293	   
0.77107 0.02387	   
0.76094 0.02482	   
0.75068 0.02573	   
0.74028 0.02664	   
0.72975 0.02753	   
0.71909 0.02842	   
0.70831 0.02930	   
0.69742 0.03015	   
0.68642 0.03100	   
0.67531 0.03183	   
0.66412 0.03265	   
0.65284 0.03345	   
0.64149 0.03425	   
0.63007 0.03503	   
0.61858 0.03577	   
0.60704 0.03650	   
0.59545 0.03720	   
0.58381 0.03788	   
0.57212 0.03854	   
0.56041 0.03918	   
0.54867 0.03977	   
0.53691 0.04034	   
0.52514 0.04088	   
0.51336 0.04141	   
0.50158 0.04189	   
0.48980 0.04233	   
0.47804 0.04276	   
0.46628 0.04313	   
0.45454 0.04348	   
0.44281 0.04377	   
0.43111 0.04404	   
0.41943 0.04426	   
0.40780 0.04447	   
0.39621 0.04463	   
0.38467 0.04476	   
0.37318 0.04486	   
0.36176 0.04492	   
0.35041 0.04495	   
0.33914 0.04492	   
0.32795 0.04489	   
0.31685 0.04480	   
0.30585 0.04468	   
0.29495 0.04453	   
0.28415 0.04434	   
