MID 44d #Slobodan Midic, F5K-GPS Triangle (end of third panel)
     1.000000    0.000501
     0.993217    0.001056
     0.979834    0.002248
     0.964320    0.003585
     0.948223    0.004975
     0.932047    0.006354
     0.915862    0.007752
     0.899657    0.009193
     0.883452    0.010651
     0.867226    0.012085
     0.850992    0.013510
     0.834747    0.014912
     0.818475    0.016311
     0.802225    0.017695
     0.785952    0.019064
     0.769691    0.020423
     0.753424    0.021765
     0.737160    0.023091
     0.720908    0.024397
     0.704649    0.025682
     0.688400    0.026946
     0.672149    0.028184
     0.655890    0.029401
     0.639642    0.030592
     0.623383    0.031756
     0.607124    0.032899
     0.590873    0.034015
     0.574613    0.035102
     0.558362    0.036164
     0.542119    0.037191
     0.525869    0.038188
     0.509635    0.039152
     0.493407    0.040077
     0.477177    0.040963
     0.460966    0.041808
     0.444760    0.042604
     0.428559    0.043353
     0.412383    0.044049
     0.396212    0.044685
     0.380061    0.045261
     0.363935    0.045764
     0.347776    0.046195
     0.331665    0.046565
     0.315613    0.046844
     0.299544    0.047028
     0.283547    0.047121
     0.267577    0.047091
     0.251599    0.046950
     0.235725    0.046687
     0.219861    0.046274
     0.204064    0.045720
     0.188345    0.044994
     0.172668    0.044090
     0.157097    0.042995
     0.141621    0.041689
     0.126301    0.040150
     0.111152    0.038356
     0.096222    0.036264
     0.081612    0.033862
     0.067395    0.031091
     0.053825    0.027942
     0.041130    0.024401
     0.029906    0.020604
     0.020850    0.016868
     0.014167    0.013510
     0.009419    0.010641
     0.006116    0.008155
     0.003679    0.005865
     0.001723    0.003738
     0.000391    0.001707
     0.000000   -0.000023
     0.000017   -0.000342
     0.000525   -0.001962
     0.002028   -0.003681
     0.004353   -0.005124
     0.007534   -0.006531
     0.012035   -0.007942
     0.018987   -0.009514
     0.029512   -0.011260
     0.042809   -0.012809
     0.057520   -0.014032
     0.072669   -0.014931
     0.088037   -0.015554
     0.103576   -0.015965
     0.119215   -0.016206
     0.134917   -0.016305
     0.150660   -0.016281
     0.166449   -0.016151
     0.182271   -0.015932
     0.198119   -0.015633
     0.213994   -0.015265
     0.229881   -0.014839
     0.245807   -0.014359
     0.261751   -0.013843
     0.277703   -0.013293
     0.293695   -0.012715
     0.309675   -0.012120
     0.325659   -0.011503
     0.341668   -0.010873
     0.357668   -0.010242
     0.373671   -0.009601
     0.389678   -0.008957
     0.405689   -0.008314
     0.421700   -0.007672
     0.437698   -0.007035
     0.453686   -0.006409
     0.469678   -0.005792
     0.485662   -0.005187
     0.501645   -0.004599
     0.517631   -0.004021
     0.533599   -0.003462
     0.549581   -0.002922
     0.565553   -0.002398
     0.581517   -0.001898
     0.597487   -0.001417
     0.613459   -0.000958
     0.629417   -0.000521
     0.645369   -0.000115
     0.661343    0.000271
     0.677299    0.000632
     0.693256    0.000965
     0.709230    0.001276
     0.725182    0.001561
     0.741137    0.001814
     0.757095    0.002044
     0.773037    0.002241
     0.788981    0.002406
     0.804902    0.002535
     0.820822    0.002620
     0.836729    0.002665
     0.852614    0.002656
     0.868507    0.002601
     0.884370    0.002488
     0.900206    0.002311
     0.916046    0.002063
     0.931868    0.001742
     0.947659    0.001342
     0.963469    0.000866
     0.978864    0.000330
     0.993139   -0.000225
     1.000000   -0.000503

