 BOEING-VERTOL VR-8 AIRFOIL
1.0 0.0
.98 0.00190
.965 0.00333
.945 0.00524
.92 0.00761
.89 0.01048
.85 0.01428
.80 0.0190
.75 0.0237
.70 0.0285
.65 0.0333
.60 0.0380
.55 0.0426
.50 0.0467
.45 0.0502
.40 0.0525
.35 0.0535
.30 0.0530
.25 0.0510
.20 0.0480
.16 0.0444
.125 0.0402
.095 0.0357
.07 0.0309
.05 0.0261
.035 0.0217
.025 0.0183
.02 0.01425
.01 0.01175
.005 0.0085
0. 0.
.005 -.00535
.01 -.00737
.02 -.00880
.025 -.01090
.035 -.01255
.05 -.01465
.07 -.01685
.095 -.0190
.125 -.0212
.16 -.0232
.20 -.0250
.25 -.0266
.30 -.0277
.35 -.0280
.40 -.0276
.45 -.0265
.50 -.0247
.55 -.0225
.60 -.0200
.65 -.0175
.70 -.0150
.75 -.0125
.80 -.0100
.85 -.0075
.89 -.0055
.92 -.0040
.945 -.00275
.96 -.00175
.965 -.0010
1.0 0.0
